species_id	species_name	marker_length	marker_count	percent_markers_detected	total_mapped_reads	avg_read_depth	species_abund
OTU-10096	Lactobacillus crispatus	267507	294	78.57142857142857	10826	1.0117492252539186	21.824275072138494
OTU-04722	Bacteroides stercoris	6105	7	42.857142857142854	77	0.3153153153153153	6.80161447533846
OTU-02547	Corynebacterium sp.	669408	300	82.66666666666667	7583	0.28319798986567235	6.108816964158269
OTU-10107	Lactobacillus iners	449724	299	67.22408026755853	4811	0.26744180875381346	5.768942989374309
OTU-20779	Haemophilus influenzae	87726	104	41.34615384615385	851	0.24251647174155894	5.231282670351405
OTU-02557	Corynebacterium sp.	423588	300	49.333333333333336	3747	0.22114649140202272	4.770314361629269
OTU-02443	Rothia dentocariosa	515946	296	57.432432432432435	4329	0.20976032375481155	4.524705223961923
OTU-10434	Streptococcus mitis	6675	8	50.0	50	0.18726591760299627	4.039482112159279
OTU-10590	Streptococcus salivarius	11766	13	23.076923076923077	86	0.1827298997110318	3.9416364210182455
OTU-14187	Veillonella parvula	3204	4	25.0	22	0.17166042446941324	3.7028586028126713
OTU-02444	Rothia mucilaginosa	1191	3	33.333333333333336	6	0.12594458438287154	2.716729783240623
OTU-10109	Lactobacillus jensenii	140880	179	20.11173184357542	705	0.12510647359454855	2.6986510341507017
OTU-12099	Lachnospiraceae sp.	4809	6	33.333333333333336	21	0.1091703056768559	2.35489459376971
OTU-10515	Streptococcus oralis	3027	6	16.666666666666668	13	0.10736703006276842	2.3159964339783374
OTU-05035	Prevotella histicola	613761	300	47.666666666666664	2599	0.10586368309488547	2.283567985369732
OTU-10006	Dolosigranulum pigrum	549030	300	34.0	2183	0.09940258273682677	2.144196658994289
OTU-13420	Subdoligranulum sp.	153624	163	20.858895705521473	568	0.09243347393636411	1.9938671665938508
OTU-05050	Prevotella pallens	409326	300	26.0	1487	0.09082003097775368	1.9590638555924695
OTU-05704	Parabacteroides distasonis	353586	283	27.208480565371026	1277	0.09028920828313339	1.9476135671091552
OTU-05577	Alistipes putredinis	143196	138	18.115942028985508	488	0.08519791055616079	1.8377900265576739
OTU-15737	TM7x HGM15737	238899	198	35.35353535353536	720	0.0753456481609383	1.625268505187338
OTU-14182	Veillonella atypica	76371	94	20.21276595744681	211	0.06907072056146966	1.4899130805719267
OTU-01664	Actinomyces oris	9714	12	33.333333333333336	18	0.04632489190858555	0.9992665756144476
OTU-08937	Campylobacter concisus	84822	65	15.384615384615385	138	0.04067341020018391	0.8773593991218125
OTU-02442	Rothia aeria	532503	299	22.073578595317727	836	0.03924860517217743	0.8466251656979367
OTU-02517	Corynebacterium sp.	678519	299	20.735785953177256	981	0.036144897932113916	0.7796756105514683
OTU-01650	Actinomyces graevenitzii	607980	300	19.0	856	0.035198526267311424	0.7592615840144638
OTU-04682	Bacteroides caccae	4266	5	20.0	6	0.035161744022503515	0.7584681602999489
OTU-10395	Streptococcus pseudopneumoniae	9888	12	16.666666666666668	11	0.027811488673139158	0.5999170187809365
OTU-05441	Bacteroidetes oral	624663	300	15.0	656	0.02625415624104517	0.5663240586595668
OTU-11960	Agathobacter sp.	2001	3	33.333333333333336	2	0.02498750624687656	0.5390013612926173
OTU-10506	Streptococcus pneumoniae	16665	13	15.384615384615385	14	0.021002100210021003	0.4530328273402755
OTU-19162	Lautropia mirabilis	698274	297	17.171717171717173	452	0.016182759203407258	0.3490756201890879
OTU-10407	Streptococcus mitis	9450	19	15.789473684210526	5	0.013227513227513227	0.2853284983985522
OTU-10448	Streptococcus mitis	5127	5	20.0	1	0.004876145894285157	0.10518253598074188
